DATE,CLOSE PRICE,HIGH,LOW,OPEN PRICE,Gold Price (24 Karat),Gold Price (22 Karat),Gold Price (18 Karat),Gold Price (14 Karat),Gold Price (10 Karat)
2018-12-03,69.76000213623047,70.48999786376953,69.75900268554688,69.76000213623047,2791.82,2559.17,2093.86,1628.56,1163.26
2018-12-04,70.48500061035156,70.68000030517578,70.33499908447266,70.48500061035156,2813.54,2579.08,2110.16,1641.23,1172.31
2018-12-05,70.62999725341797,70.70999908447266,70.33999633789062,70.62999725341797,2812.78,2578.38,2109.59,1640.79,1171.99
2018-12-06,70.87000274658203,71.13999938964844,70.5530014038086,70.87000274658203,2807.58,2573.61,2105.68,1637.75,1169.82
2018-12-07,70.75,71.31999969482422,70.43000030517578,70.76499938964844,2865.37,2626.59,2149.03,1671.47,1193.91
2018-12-10,71.36499786376953,72.69999694824219,70.85299682617188,71.36499786376953,2900.96,2659.21,2175.72,1692.23,1208.73
2018-12-11,72.7300033569336,72.49299621582031,71.69000244140625,72.48999786376953,2891.26,2650.32,2168.44,1686.57,1204.69
2018-12-12,72.62000274658203,72.33999633789062,71.76799774169922,72.29049682617188,2878.34,2638.48,2158.76,1679.03,1199.31
2018-12-13,72.1500015258789,71.83049774169922,71.43000030517578,71.83000183105469,2857.56,2619.43,2143.17,1666.91,1190.65
2018-12-14,71.5469970703125,72.16999816894531,71.5199966430664,71.5199966430664,2865.67,2626.86,2149.25,1671.64,1194.03
2018-12-17,71.91000366210938,71.9104995727539,71.5,71.91000366210938,2867.86,2628.87,2150.89,1672.92,1194.94
2018-12-18,71.58999633789062,71.62000274658203,70.43000030517578,71.58999633789062,2831.92,2595.92,2123.94,1651.95,1179.97
2018-12-19,70.56999969482422,70.56999969482422,69.88800048828125,70.56999969482422,2828.25,2592.57,2121.19,1649.81,1178.44
2018-12-20,70.68550109863281,70.69300079345703,69.6500015258789,70.6854019165039,2843.82,2606.83,2132.86,1658.89,1184.92
2018-12-21,70.30000305175781,70.30999755859375,69.76000213623047,70.30000305175781,2831.87,2595.88,2123.9,1651.92,1179.95
2018-12-24,70.13999938964844,70.27999877929688,69.83999633789062,70.13999938964844,2861.36,2622.92,2146.02,1669.13,1192.23
2018-12-25,70.23999786376953,70.25,70.0,70.11000061035156,2857.5,2619.38,2143.13,1666.88,1190.63
2018-12-26,70.23999786376953,70.23999786376953,69.75,70.23999786376953,2862.98,2624.4,2147.23,1670.07,1192.91
2018-12-27,70.1500015258789,70.4000015258789,70.05999755859375,70.1500015258789,2868.75,2629.68,2151.56,1673.44,1195.31
2018-12-28,69.98999786376953,70.35299682617188,69.87000274658203,69.98999786376953,2879.49,2639.53,2159.62,1679.7,1199.79
2018-12-31,69.92250061035156,69.92500305175781,69.47000122070312,69.92250061035156,2869.34,2630.23,2152.01,1673.78,1195.56
2019-01-01,69.70999908447266,69.7300033569336,69.43000030517578,69.70999908447266,2893.8,2652.65,2170.35,1688.05,1205.75
2019-01-02,69.70999908447266,70.23300170898438,69.44300079345703,69.44300079345703,2919.67,2676.37,2189.75,1703.14,1216.53
2019-01-03,69.95999908447266,70.51000213623047,69.95999908447266,69.95999908447266,2872.44,2633.07,2154.33,1675.59,1196.85
2019-01-04,70.30000305175781,70.13030242919922,69.5999984741211,70.10050201416016,2893.55,2652.42,2170.16,1687.9,1205.65
2019-01-07,69.5250015258789,69.91999816894531,69.08000183105469,69.5250015258789,2898.38,2656.85,2173.79,1690.72,1207.66
2019-01-08,69.80999755859375,70.23400115966797,69.72000122070312,69.80999755859375,2933.26,2688.82,2199.94,1711.07,1222.19
2019-01-09,70.33000183105469,70.62999725341797,70.01000213623047,70.125,2916.24,2673.22,2187.18,1701.14,1215.1
2019-01-10,70.55049896240234,70.63999938964844,70.31999969482422,70.55049896240234,2913.46,2670.67,2185.1,1699.52,1213.94
2019-01-11,70.72000122070312,70.56999969482422,70.3499984741211,70.41000366210938,2939.76,2694.78,2204.82,1714.86,1224.9
2019-01-14,70.37000274658203,70.93800354003906,70.2699966430664,70.37000274658203,2948.24,2702.56,2211.18,1719.81,1228.43
2019-01-15,71.08499908447266,71.13999938964844,70.69000244140625,71.08499908447266,2954.75,2708.52,2216.06,1723.6,1231.14
2019-01-16,71.09249877929688,71.25,70.93000030517578,71.09249877929688,2951.78,2705.8,2213.84,1721.87,1229.91
2019-01-17,71.36499786376953,71.56999969482422,70.97049713134766,71.36499786376953,2935.96,2691.29,2201.97,1712.64,1223.31
2019-01-18,71.03019714355469,71.26000213623047,70.9800033569336,71.02999877929688,2929.54,2685.41,2197.15,1708.9,1220.64
2019-01-21,71.2300033569336,71.52999877929688,71.12999725341797,71.2300033569336,2942.06,2696.88,2206.54,1716.2,1225.86
2019-01-22,71.5,71.447998046875,71.06999969482422,71.18499755859375,2937.06,2692.31,2202.8,1713.29,1223.78
2019-01-23,71.2302017211914,71.36000061035156,71.0978012084961,71.2302017211914,2925.22,2681.45,2193.91,1706.38,1218.84
2019-01-24,71.15730285644531,71.30000305175781,70.94000244140625,71.15730285644531,2973.38,2725.6,2230.03,1734.47,1238.91
2019-01-25,70.98999786376953,71.2229995727539,70.88400268554688,70.98999786376953,2980.74,2732.35,2235.56,1738.77,1241.98
2019-01-28,70.9749984741211,71.19000244140625,70.86000061035156,70.9749984741211,3010.41,2759.54,2257.81,1756.07,1254.34
2019-01-29,71.09010314941406,71.4530029296875,71.0199966430664,71.09010314941406,3017.14,2765.71,2262.85,1760.0,1257.14
2019-01-30,71.62000274658203,71.55000305175781,71.10800170898438,71.42250061035156,3013.99,2762.83,2260.49,1758.16,1255.83
2019-01-31,71.12000274658203,71.2300033569336,70.83999633789062,71.12000274658203,3027.8,2775.48,2270.85,1766.22,1261.58
2019-02-01,71.19999694824219,71.4800033569336,70.91999816894531,70.94999694824219,3023.74,2771.77,2267.81,1763.85,1259.89
2019-02-04,71.45169830322266,71.9000015258789,71.4000015258789,71.45169830322266,3024.06,2772.05,2268.04,1764.03,1260.02
2019-02-05,71.68499755859375,71.80999755859375,71.51000213623047,71.68499755859375,3006.07,2755.57,2254.55,1753.54,1252.53
2019-02-06,71.7699966430664,71.7699966430664,71.44999694824219,71.7699966430664,3003.95,2753.63,2252.97,1752.31,1251.65
2019-02-07,71.54049682617188,71.87999725341797,71.2699966430664,71.54049682617188,3006.55,2756.01,2254.92,1753.82,1252.73
2019-02-08,71.58000183105469,71.58000183105469,71.0199966430664,71.58000183105469,2995.22,2745.62,2246.41,1747.21,1248.01
2019-02-11,71.1500015258789,71.30000305175781,71.03450012207031,71.1500015258789,2972.67,2724.95,2229.5,1734.06,1238.61
2019-02-12,71.2300033569336,71.24099731445312,70.55999755859375,71.2300033569336,2979.85,2731.53,2234.89,1738.25,1241.61
2019-02-13,70.80999755859375,70.87999725341797,70.38999938964844,70.67459869384766,2995.75,2746.1,2246.81,1747.52,1248.23
2019-02-14,70.86509704589844,71.23999786376953,70.78800201416016,70.86509704589844,3030.52,2777.98,2272.89,1767.8,1262.72
2019-02-15,71.01000213623047,71.45999908447266,71.0,71.01000213623047,3044.42,2790.72,2283.32,1775.91,1268.51
2019-02-18,71.31999969482422,71.51000213623047,71.2699966430664,71.31999969482422,3070.8,2814.9,2303.1,1791.3,1279.5
2019-02-19,71.69999694824219,71.61000061035156,71.23999786376953,71.37650299072266,3062.71,2807.49,2297.03,1786.58,1276.13
2019-02-20,71.5999984741211,71.33000183105469,70.93199920654297,71.30500030517578,3034.97,2782.06,2276.23,1770.4,1264.57
2019-02-21,71.30000305175781,71.23300170898438,70.93000030517578,71.04900360107422,3032.6,2779.88,2274.45,1769.02,1263.58
2019-02-22,71.18499755859375,71.2300033569336,71.0199966430664,71.18499755859375,3023.32,2771.38,2267.49,1763.61,1259.72
2019-02-25,71.03099822998047,71.1500015258789,70.81490325927734,71.02749633789062,3031.82,2779.17,2273.86,1768.56,1263.26
2019-02-26,71.08999633789062,71.43000030517578,70.80149841308594,70.82450103759766,3024.65,2772.6,2268.49,1764.38,1260.27
2019-02-27,70.94000244140625,71.4800033569336,70.91999816894531,70.94000244140625,2992.48,2743.11,2244.36,1745.62,1246.87
2019-02-28,71.19000244140625,71.59249877929688,70.70349884033203,71.21530151367188,2952.98,2706.9,2214.74,1722.57,1230.41
2019-03-01,70.81600189208984,71.05999755859375,70.68830108642578,70.81600189208984,2934.48,2689.94,2200.86,1711.78,1222.7
2019-03-04,70.98999786376953,71.19999694824219,70.739501953125,70.98999786376953,2919.46,2676.17,2189.59,1703.02,1216.44
2019-03-05,70.9000015258789,70.97650146484375,70.39700317382812,70.9000015258789,2900.56,2658.85,2175.42,1691.99,1208.57
2019-03-06,70.74250030517578,70.68350219726562,70.02020263671875,70.4800033569336,2902.89,2660.99,2177.17,1693.36,1209.54
2019-03-07,70.36499786376953,70.1415023803711,69.78299713134766,70.07050323486328,2922.84,2679.27,2192.13,1704.99,1217.85
2019-03-08,70.48750305175781,70.48750305175781,69.77529907226562,70.48750305175781,2900.82,2659.08,2175.61,1692.14,1208.67
2019-03-11,69.98690032958984,70.02349853515625,69.79199981689453,69.98690032958984,2914.7,2671.81,2186.03,1700.24,1214.46
2019-03-12,69.79010009765625,69.79029846191406,69.48149871826172,69.79010009765625,2929.99,2685.82,2197.49,1709.16,1220.83
2019-03-13,69.84500122070312,69.81449890136719,69.41400146484375,69.6155014038086,2889.37,2648.59,2167.03,1685.47,1203.91
2019-03-14,69.72630310058594,69.72630310058594,69.31300354003906,69.72630310058594,2887.17,2646.57,2165.38,1684.18,1202.99
2019-03-15,69.3373031616211,69.62750244140625,68.91500091552734,69.3373031616211,2876.03,2636.36,2157.03,1677.69,1198.35
2019-03-18,68.9530029296875,69.23999786376953,68.45500183105469,68.9530029296875,2898.56,2657.01,2173.92,1690.82,1207.73
2019-03-19,68.61799621582031,69.17150115966797,68.35050201416016,68.61499786376953,2911.41,2668.8,2183.56,1698.32,1213.09
2019-03-20,69.31749725341797,69.31749725341797,68.74150085449219,69.00759887695312,2889.43,2648.64,2167.07,1685.5,1203.93
2019-03-21,68.82499694824219,68.78299713134766,68.43000030517578,68.78050231933594,2920.78,2677.39,2190.59,1703.79,1216.99
2019-03-22,68.93000030517578,69.25150299072266,68.5479965209961,68.80049896240234,2929.46,2685.34,2197.09,1708.85,1220.61
2019-03-25,69.1604995727539,69.18599700927734,68.79000091552734,69.16059875488281,2923.01,2679.43,2192.26,1705.09,1217.92
2019-03-26,68.92340087890625,69.30149841308594,68.63400268554688,68.92340087890625,2907.96,2665.63,2180.97,1696.31,1211.65
2019-03-27,69.42749786376953,69.19580078125,68.7699966430664,68.98600006103516,2873.32,2633.88,2154.99,1676.1,1197.22
2019-03-28,69.37000274658203,69.35700225830078,68.91400146484375,69.08999633789062,2884.72,2644.32,2163.54,1682.75,1201.96
2019-03-29,69.5,69.3489990234375,69.03900146484375,69.18150329589844,2864.55,2625.84,2148.41,1670.99,1193.56
2019-04-01,69.43000030517578,69.61000061035156,69.18000030517578,69.43000030517578,2862.53,2623.99,2146.9,1669.81,1192.72
2019-04-02,69.19529724121094,69.52999877929688,68.73989868164062,69.19550323486328,2860.58,2622.2,2145.43,1668.67,1191.91
2019-04-03,68.91020202636719,69.20500183105469,68.37799835205078,68.9104995727539,2865.87,2627.04,2149.4,1671.75,1194.11
2019-04-04,68.8499984741211,69.43000030517578,68.44000244140625,68.44300079345703,2874.59,2635.04,2155.94,1676.84,1197.74
2019-04-05,68.97039794921875,69.32749938964844,68.93900299072266,68.97049713134766,2903.19,2661.26,2177.4,1693.53,1209.66
2019-04-08,69.16000366210938,69.7699966430664,69.1604995727539,69.1604995727539,2904.68,2662.63,2178.51,1694.4,1210.28
2019-04-09,69.55249786376953,69.71499633789062,69.24800109863281,69.5479965209961,2908.3,2665.94,2181.22,1696.51,1211.79
2019-04-10,69.26180267333984,69.36479949951172,69.08100128173828,69.2614974975586,2867.7,2628.72,2150.77,1672.82,1194.87
2019-04-11,69.14019775390625,69.49500274658203,68.83000183105469,69.1405029296875,2869.54,2630.41,2152.15,1673.9,1195.64
2019-04-12,69.43000030517578,69.43000030517578,69.01000213623047,69.01300048828125,2877.59,2637.79,2158.19,1678.6,1199.0
2019-04-15,69.16100311279297,69.62449645996094,68.92400360107422,69.18299865722656,2853.94,2616.11,2140.45,1664.8,1189.14
2019-04-16,69.80999755859375,69.65899658203125,69.38150024414062,69.38800048828125,2844.44,2607.4,2133.33,1659.26,1185.18
2019-04-17,69.88500213623047,69.66100311279297,69.33300018310547,69.52300262451172,2846.01,2608.84,2134.51,1660.17,1185.84
2019-04-18,69.4010009765625,69.61699676513672,69.3550033569336,69.4010009765625,2845.93,2608.77,2134.45,1660.13,1185.8
2019-04-19,69.38099670410156,69.75499725341797,69.29499816894531,69.38800048828125,2856.56,2618.51,2142.42,1666.33,1190.23
2019-04-22,69.36000061035156,69.91449737548828,69.36000061035156,69.38800048828125,2852.05,2614.37,2139.03,1663.69,1188.35
2019-04-23,70.0625,69.83399963378906,69.42900085449219,69.69000244140625,2873.38,2633.93,2155.03,1676.14,1197.24
2019-04-24,69.75800323486328,69.98899841308594,69.66200256347656,69.760498046875,2884.86,2644.45,2163.64,1682.83,1202.02
2019-04-25,70.0958023071289,70.47750091552734,69.91600036621094,69.9530029296875,2888.54,2647.83,2166.41,1684.98,1203.56
2019-04-26,70.16000366210938,70.54000091552734,69.76429748535156,70.1604995727539,2874.64,2635.08,2155.98,1676.87,1197.77
2019-04-29,69.84200286865234,70.05000305175781,69.7655029296875,69.84300231933594,2870.16,2630.98,2152.62,1674.26,1195.9
2019-04-30,69.81179809570312,69.9209976196289,69.52999877929688,69.8550033569336,2859.61,2621.31,2144.7,1668.1,1191.5
2019-05-01,69.55599975585938,69.92849731445312,69.43800354003906,69.63749694824219,2836.97,2600.55,2127.72,1654.9,1182.07
2019-05-02,69.63289642333984,69.64900207519531,69.28900146484375,69.63749694824219,2844.46,2607.42,2133.35,1659.27,1185.19
2019-05-03,69.42440032958984,69.7699966430664,69.0625,69.42430114746094,2862.97,2624.39,2147.23,1670.06,1192.9
2019-05-06,69.16799926757812,69.46700286865234,69.08799743652344,69.08799743652344,2876.12,2636.45,2157.09,1677.74,1198.38
2019-05-07,69.40029907226562,69.66000366210938,69.26200103759766,69.40299987792969,2872.42,2633.05,2154.32,1675.58,1196.84
2019-05-08,69.91000366210938,69.91000366210938,69.43900299072266,69.60299682617188,2897.44,2655.99,2173.08,1690.17,1207.27
2019-05-09,70.01000213623047,70.28500366210938,69.68399810791016,69.72699737548828,2890.81,2649.91,2168.11,1686.31,1204.51
2019-05-10,70.41000366210938,70.41000366210938,69.75399780273438,70.19300079345703,2954.48,2708.27,2215.86,1723.44,1231.03
2019-05-13,69.92250061035156,70.6364974975586,69.92150115966797,70.00800323486328,2933.54,2689.08,2200.15,1711.23,1222.31
2019-05-14,70.61699676513672,70.95999908447266,70.24099731445312,70.61699676513672,2927.1,2683.17,2195.32,1707.47,1219.62
2019-05-15,70.30699920654297,70.41950225830078,70.16600036621094,70.30699920654297,2904.08,2662.07,2178.06,1694.05,1210.03
2019-05-16,70.20919799804688,70.32749938964844,69.91500091552734,70.2136001586914,2889.38,2648.6,2167.03,1685.47,1203.91
2019-05-17,70.23500061035156,70.3030014038086,70.07499694824219,70.22709655761719,2868.78,2629.72,2151.59,1673.46,1195.33
2019-05-20,70.28150177001953,70.28150177001953,69.26000213623047,70.27300262451172,2854.33,2616.46,2140.74,1665.02,1189.3
2019-05-21,70.12750244140625,70.12750244140625,69.59929656982422,69.60199737548828,2853.68,2615.87,2140.26,1664.64,1189.03
2019-05-23,69.97250366210938,70.19000244140625,69.34439849853516,69.64299774169922,2876.01,2636.34,2157.01,1677.67,1198.34
2019-05-24,69.94499969482422,69.94499969482422,69.35749816894531,69.65799713134766,2866.35,2627.49,2149.76,1672.04,1194.31
2019-05-27,69.36000061035156,69.61190032958984,69.30999755859375,69.37300109863281,2873.22,2633.79,2154.92,1676.05,1197.18
2019-05-28,69.72000122070312,69.72899627685547,69.46499633789062,69.49299621582031,2866.41,2627.55,2149.81,1672.07,1194.34
2019-05-29,69.875,69.99800109863281,69.57099914550781,69.875,2873.46,2634.0,2155.09,1676.18,1197.27
2019-05-30,69.81500244140625,70.05999755859375,69.60549926757812,69.81520080566406,2892.69,2651.64,2169.52,1687.41,1205.29
2019-05-31,69.9800033569336,69.9800033569336,69.58580017089844,69.80400085449219,2920.43,2677.06,2190.32,1703.58,1216.84
2019-06-03,69.5696029663086,69.57050323486328,69.1240005493164,69.57050323486328,2947.23,2701.63,2210.43,1719.22,1228.01
2019-06-04,69.16190338134766,69.37899780273438,69.01399993896484,69.1615982055664,2953.76,2707.61,2215.32,1723.03,1230.73
2019-06-05,69.55999755859375,69.55999755859375,69.16799926757812,69.28399658203125,2969.93,2722.44,2227.45,1732.46,1237.47
2019-06-06,69.625,69.625,68.90599822998047,69.39019775390625,2964.64,2717.59,2223.48,1729.38,1235.27
2019-06-07,69.36000061035156,69.55699920654297,68.9739990234375,69.36000061035156,2990.77,2741.54,2243.08,1744.62,1246.15
2019-06-10,69.34500122070312,69.64800262451172,69.12000274658203,69.3479995727539,2971.91,2724.25,2228.94,1733.62,1238.3
2019-06-11,69.52349853515625,69.73999786376953,69.3479995727539,69.50900268554688,2961.82,2715.01,2221.37,1727.73,1234.09
2019-06-12,69.3864974975586,69.6500015258789,69.25299835205078,69.38899993896484,2980.65,2732.26,2235.49,1738.71,1241.94
2019-06-13,69.69999694824219,69.69999694824219,69.30699920654297,69.69999694824219,3006.34,2755.81,2254.75,1753.7,1252.64
2019-06-14,69.80000305175781,69.84200286865234,69.50399780273438,69.55799865722656,3014.04,2762.87,2260.53,1758.19,1255.85
2019-06-17,69.77050018310547,70.04499816894531,69.7490005493164,69.82599639892578,3010.2,2759.35,2257.65,1755.95,1254.25
2019-06-18,70.11250305175781,70.11250305175781,69.4469985961914,69.81700134277344,3005.88,2755.39,2254.41,1753.43,1252.45
2019-06-19,69.76499938964844,69.80599975585938,69.47899627685547,69.60050201416016,3039.01,2785.76,2279.26,1772.76,1266.25
2019-06-20,69.87000274658203,69.87000274658203,69.33100128173828,69.6405029296875,3109.35,2850.24,2332.01,1813.79,1295.56
2019-06-21,69.77999877929688,69.77999877929688,69.50299835205078,69.51000213623047,3130.33,2869.47,2347.75,1826.02,1304.3
2019-06-24,69.56990051269531,69.6675033569336,69.29100036621094,69.60800170898438,3174.13,2909.62,2380.6,1851.58,1322.55
2019-06-25,69.60250091552734,69.60250091552734,69.21900177001953,69.25900268554688,3162.59,2899.04,2371.95,1844.85,1317.75
2019-06-26,69.63749694824219,69.7699966430664,69.0989990234375,69.63749694824219,3141.11,2879.35,2355.83,1832.31,1308.79
2019-06-27,69.60250091552734,69.6155014038086,68.9990005493164,69.60250091552734,3132.87,2871.8,2349.65,1827.51,1305.36
2019-06-28,69.32499694824219,69.32499694824219,68.86900329589844,69.32499694824219,3125.17,2864.74,2343.88,1823.01,1302.15
2019-07-01,68.94049835205078,69.07499694824219,68.82099914550781,68.94049835205078,3069.66,2813.86,2302.25,1790.64,1279.03
2019-07-02,69.1675033569336,69.1675033569336,68.86399841308594,68.87799835205078,3170.44,2906.23,2377.83,1849.42,1321.01
2019-07-03,69.0824966430664,69.0824966430664,68.77950286865234,68.88300323486328,3137.73,2876.25,2353.3,1830.34,1307.39
2019-07-04,69.00749969482422,69.00749969482422,68.48200225830078,68.78600311279297,3134.96,2873.71,2351.22,1828.73,1306.23
2019-07-05,68.73999786376953,68.7699966430664,68.38899993896484,68.73999786376953,3079.13,2822.54,2309.35,1796.16,1282.97
2019-07-08,68.44000244140625,68.83999633789062,68.44000244140625,68.44300079345703,3076.95,2820.54,2307.71,1794.89,1282.06
2019-07-09,68.8499984741211,68.8499984741211,68.50700378417969,68.55899810791016,3075.39,2819.11,2306.54,1793.98,1281.41
2019-07-10,68.76499938964844,68.76499938964844,68.2925033569336,68.55549621582031,3126.39,2865.86,2344.79,1823.73,1302.66
2019-07-11,68.36759948730469,68.52999877929688,68.20230102539062,68.50810241699219,3090.77,2833.21,2318.08,1802.95,1287.82
2019-07-12,68.66999816894531,68.68299865722656,68.35649871826172,68.44300079345703,3119.82,2859.84,2339.87,1819.9,1299.93
2019-07-15,68.55030059814453,68.59100341796875,68.30149841308594,68.55049896240234,3119.51,2859.55,2339.63,1819.71,1299.79
2019-07-16,68.74749755859375,68.75,68.50599670410156,68.53299713134766,3102.78,2844.22,2327.09,1809.96,1292.83
2019-07-17,68.8949966430664,68.8949966430664,68.60399627685547,68.6812973022461,3151.66,2889.02,2363.75,1838.47,1313.19
2019-07-18,68.78600311279297,69.01249694824219,68.70030212402344,68.78589630126953,3194.68,2928.46,2396.01,1863.56,1331.12
2019-07-19,68.8499984741211,68.93450164794922,68.60150146484375,68.7853012084961,3158.88,2895.64,2369.16,1842.68,1316.2
2019-07-22,68.83000183105469,69.20500183105469,68.83000183105469,68.85299682617188,3155.35,2892.41,2366.51,1840.62,1314.73
2019-07-23,69.16000366210938,69.19249725341797,68.9000015258789,69.16000366210938,3145.07,2882.98,2358.8,1834.62,1310.45
2019-07-24,69.0199966430664,69.3499984741211,68.92259979248047,69.0199966430664,3161.7,2898.23,2371.28,1844.33,1317.38
2019-07-25,69.18499755859375,69.18499755859375,68.88279724121094,68.9811019897461,3145.84,2883.69,2359.38,1835.07,1310.77
2019-07-26,69.15049743652344,69.35749816894531,68.81600189208984,69.15299987792969,3140.08,2878.4,2355.06,1831.71,1308.37
2019-07-29,68.87000274658203,68.95700073242188,68.70999908447266,68.87049865722656,3148.8,2886.4,2361.6,1836.8,1312.0
2019-07-30,68.94999694824219,68.94999694824219,68.66000366210938,68.74800109863281,3166.95,2903.03,2375.21,1847.38,1319.56
2019-07-31,69.07749938964844,69.07749938964844,68.75599670410156,69.07749938964844,3133.15,2872.05,2349.86,1827.67,1305.48
2019-08-01,69.40499877929688,69.40499877929688,68.86699676513672,68.9999008178711,3204.8,2937.74,2403.6,1869.47,1335.33
2019-08-02,69.29720306396484,69.80000305175781,69.00749969482422,69.2969970703125,3226.83,2957.93,2420.12,1882.32,1344.51
2019-08-05,69.65689849853516,71.18699645996094,69.65789794921875,69.69300079345703,3372.62,3091.57,2529.46,1967.36,1405.26
2019-08-06,71.5199966430664,71.5199966430664,70.49500274658203,71.5199966430664,3367.29,3086.68,2525.47,1964.25,1403.04
2019-08-07,71.2300033569336,71.40450286865234,70.59249877929688,71.03299713134766,3435.91,3149.58,2576.93,2004.28,1431.63
2019-08-08,71.16510009765625,71.20500183105469,70.39600372314453,71.16519927978516,3408.91,3124.84,2556.68,1988.53,1420.38
2019-08-09,70.47090148925781,71.0615005493164,70.447998046875,70.48699951171875,3420.05,3135.04,2565.03,1995.03,1425.02
2019-08-12,71.03500366210938,71.36250305175781,70.91000366210938,70.91699981689453,3465.79,3176.97,2599.34,2021.71,1444.08
2019-08-13,71.58000183105469,71.58000183105469,70.73999786376953,71.2760009765625,3430.68,3144.79,2573.01,2001.23,1429.45
2019-08-14,71.08000183105469,71.5625,70.80999755859375,71.11029815673828,3493.38,3202.26,2620.03,2037.8,1455.57
2019-08-15,71.63520050048828,71.9000015258789,71.26799774169922,71.26799774169922,3502.27,3210.41,2626.7,2042.99,1459.28
2019-08-16,71.72000122070312,71.8030014038086,71.00800323486328,71.8030014038086,3462.04,3173.54,2596.53,2019.52,1442.52
2019-08-19,71.13200378417969,71.57949829101562,71.03500366210938,71.14800262451172,3452.44,3164.73,2589.33,2013.92,1438.52
2019-08-20,71.99500274658203,71.99500274658203,71.44100189208984,71.44400024414062,3462.15,3173.64,2596.61,2019.59,1442.56
2019-08-21,71.80999755859375,71.80999755859375,71.33399963378906,71.54199981689453,3451.87,3164.21,2588.9,2013.59,1438.28
2019-08-22,71.43779754638672,72.0199966430664,71.39299774169922,71.42949676513672,3463.4,3174.78,2597.55,2020.32,1443.08
2019-08-23,71.92040252685547,72.26499938964844,71.40650177001953,72.26499938964844,3525.53,3231.74,2644.15,2056.56,1468.97
2019-08-26,71.50250244140625,72.33499908447266,71.50250244140625,71.50499725341797,3539.57,3244.61,2654.68,2064.75,1474.82
2019-08-27,72.16000366210938,72.16000366210938,71.37000274658203,72.01029968261719,3550.29,3254.43,2662.71,2071.0,1479.29
2019-08-28,71.53500366210938,71.8949966430664,71.45500183105469,71.5353012084961,3553.85,3257.7,2665.39,2073.08,1480.77
2019-08-29,72.08499908447266,72.09349822998047,71.62000274658203,71.81929779052734,3523.11,3229.51,2642.33,2055.15,1467.96
2019-08-30,71.6801986694336,71.97750091552734,71.37699890136719,71.6802978515625,3507.05,3214.8,2630.29,2045.78,1461.27
2019-09-02,71.72989654541016,72.00779724121094,71.44599914550781,71.44599914550781,3531.91,3237.59,2648.94,2060.28,1471.63
2019-09-03,71.96209716796875,72.62000274658203,71.7300033569336,71.95950317382812,3594.94,3295.36,2696.2,2097.05,1497.89
2019-09-04,72.45999908447266,72.45999908447266,71.88700103759766,72.1604995727539,3590.37,3291.17,2692.78,2094.38,1495.99
2019-09-05,71.95570373535156,72.2699966430664,71.77100372314453,71.95800018310547,3511.73,3219.08,2633.8,2048.51,1463.22
2019-09-06,72.22000122070312,72.22000122070312,71.47599792480469,71.92330169677734,3471.21,3181.94,2603.41,2024.87,1446.34
2019-09-09,71.66999816894531,71.71499633789062,71.48780059814453,71.63800048828125,3455.08,3167.16,2591.31,2015.46,1439.62
2019-09-10,72.09249877929688,72.11000061035156,71.73400115966797,72.09249877929688,3436.65,3150.26,2577.49,2004.71,1431.94
2019-09-11,71.85900115966797,72.18000030517578,71.59300231933594,71.8655014038086,3435.57,3149.28,2576.68,2004.08,1431.49
2019-09-12,71.56009674072266,71.8324966430664,70.86399841308594,71.560302734375,3418.88,3133.97,2564.16,1994.35,1424.53
2019-09-13,71.28500366210938,71.28500366210938,70.85800170898438,70.96399688720703,3399.51,3116.22,2549.64,1983.05,1416.46
2019-09-16,71.02069854736328,71.64830017089844,70.97799682617188,70.97799682617188,3455.83,3167.84,2591.87,2015.9,1439.93
2019-09-17,71.74909973144531,72.32230377197266,71.3550033569336,71.572998046875,3460.73,3172.33,2595.54,2018.76,1441.97
2019-09-18,71.70999908447266,71.70999908447266,71.08300018310547,71.48300170898438,3412.82,3128.42,2559.62,1990.81,1422.01
2019-09-19,71.5425033569336,71.5425033569336,71.05449676513672,71.13800048828125,3442.31,3155.45,2581.73,2008.01,1434.29
2019-09-20,71.71749877929688,71.71749877929688,70.7123031616211,71.38289642333984,3472.21,3182.86,2604.16,2025.46,1446.76
2019-09-23,71.19159698486328,71.22750091552734,70.76820373535156,71.06800079345703,3462.02,3173.51,2596.51,2019.51,1442.51
2019-09-24,70.78959655761719,71.02999877929688,70.71980285644531,71.0199966430664,3495.05,3203.8,2621.29,2038.78,1456.27
2019-09-25,71.28500366210938,71.32499694824219,70.93479919433594,70.95829772949219,3438.35,3151.82,2578.76,2005.7,1432.64
2019-09-26,71.30999755859375,71.30999755859375,70.83149719238281,70.98100280761719,3437.97,3151.48,2578.48,2005.48,1432.49
2019-09-27,71.21499633789062,71.21499633789062,70.36599731445312,70.9530029296875,3401.04,3117.62,2550.78,1983.94,1417.1
2019-09-30,70.49870300292969,70.87550354003906,70.37529754638672,70.5009994506836,3347.28,3068.34,2510.46,1952.58,1394.7
2019-10-01,70.92250061035156,71.24150085449219,70.60649871826172,70.63800048828125,3387.77,3105.45,2540.83,1976.2,1411.57
2019-10-02,71.0999984741211,71.54299926757812,71.00550079345703,71.0999984741211,3431.58,3145.61,2573.68,2001.75,1429.82
2019-10-03,71.1416015625,71.41500091552734,70.86799621582031,71.1405029296875,3444.57,3157.52,2583.43,2009.33,1435.24
